"comment","user_id"
"oh with Jungkok I almost melted 😍😍❤️❤️","105"
"Jimin hasn't changed a bit","146"
"Jimin so cute (keep your eyes open)","133"
"1 year tae is most cute😳","345"
"Jimin is so cute on 2 years","949"
"V is so cute","124"
"""*These cute litle babies never knew ","555"
"19 jk so handsome","639"
"Ohh my vminkook💋👄","315"
"Ooooo jimin is soooo cute and lovely","888"
"Ooooo jimin is soooo cute and lovely","269"
"Taeyung is still like his childhood","210"
"18 year old tae....","311"
"0:11  Bikin aku senyum² sendiri😭😍","978"
"Love you taehyung and jin 😍😘💯💓💓","271"
"Love tauhyung ❤❤❤❤1❤❤❤❤❤ I ❤","446"
"Love you so much jungko❤️❤️❤️❤️","852"
"Love you so much BTS💜","448"
"l  love you bts.  😍💙💜","686"
"jimin    I    IOVE    YOU","172"
"Tehyung and Jimin i love ❤️❤️","875"
"I love you bts 💜","605"
"Love soekjin 💖💖","306"
"LOVE  JIN","864"
"LOVE TEHYUNG ❤❤❤","432"
"I love tahyeung😍😍😍","753"
"I love you Taeyung💖💌❤","916"
"I LOVE YOU semua Bangtan","139"
"i love you jin💖💖💞💞☺️☺️","759"
"I  Love  you   jin💜💜","276"
"👄💜💜💜💜💜 i love  v kim  tahyung","85"
"love  jimin","257"
"l  love you jimin","395"
"Jiminne ❤️❤️❤️❤️","758"
"I love you💖 jungkok","637"
"i love kim tehyung","664"
"i love taehyoung and yonggi","393"
"Aiy lov yu muachh junhkook","265"
"i love RM","631"
"I LOVE YOU BTS 💜♥","245"
"""Makan indomi pake sendok kayu","919"
"I love you taehyung","746"
"Taehyung so cutu","435"
"Taeyung and jimin love","317"
"Love you BTS Bangtan ❤️😘💖💖","322"
"JIMIN aaaaaaahhhhhhhhh i. Love .u . YOU","460"
"Love BTS❤","601"
"Love you so much BTS","98"
"Lov yu Jimin❤️❤️❤️","172"
"Love  you so much bts ❤❤❤","40"
"I. Love. You.  JIMIN.  RM","268"
"😚 taeyung","342"
"I love u rm❤️","781"
"i love you rm","316"
"Sarang ngeo Bangtan ❤️💓💕💖💗","929"
"""2:04 detik di mana jk bilang assalamualaikum","133"
"I love you tehyung jimin","137"
"I love you BTS ♥️♥️♥️♥️♥️","316"
"I Love you Taehyung BTS","565"
"Love you tehyung","351"
"Sarangeo😍😍😍","260"
"VISKA 💝💘TEHYUNG","879"
"I love you jungkook","251"
"sarange jimin","167"
"Love ♥ you BTS ♥♥♥♥♥♥♥♥♥♥♥","543"
"💗💗💗💗💗💗bts","219"
"I Love you kim teahyoung","616"
"I love Jimin bias ku♡♡♡","38"
"I LOVE YOU V 🥰","698"
"I LOV YOU BTS😍😍😍😍","368"
"Omg islama amat ya allah aku semakin sayang","699"
"Saranghe bts","41"
"❤️❤️ Teehyung","561"
"LOVE YOU SOMUCH BTS","834"
"ganteng banget ka tahyung","18"
"Jimin I Love You","92"
"Taehyung","172"
"SARANGHE TEAYUNG","24"
"Love you Taehyung❤️","995"
"Love yu so much BTS","518"
"Gemes","213"
"LOVE YOU BTS💗💗","906"
"Love BTS 😍😘","163"
"I LOVE you❤️bts ❤️❤️❤️❤️❤️💕💕😘😘","711"
"I LOVE juong jungkook ❤️❤️❤️","86"
"Love you Taehyung and jin❤️","206"
"Jimin ku.    💖💖💖","86"
"Love you bts ku","697"
"I ❤️ U  KIM TEHYUNG           DAN JEON JUNGKOK","870"
"""Ulang² terus pas mereka ngucap kn salam","53"
"I Love you v❤❤","386"
"I love yuo jimin😘😘😘😘😘😘","233"
"i love jin💞💖❤💘","954"
"ilov yu jimin","569"
"I love you Kim Taehyung😘😘","441"
"Taehyung jin jungkok Sarange ❤️❤️❤️❤️❤️❤️","68"
"Love jimin","67"
"Love jimin","909"
"Sugaa\aaaaa\ A💜i","849"
"I love you prak jimin","258"
"I LOVE YOU TOO BTS","497"
"I love you jimin jk v jin","26"
"Semangat jungkok 🥰🥰🥰🥰","699"
"I LOVE You jin dan V","937"
"Jimin keren","714"
"Kim seokjin meresahkan","363"
"sarangeo j-hop 👦👦👦💕💕💕💓💓💓💜💛💚💟💟","365"
"I love you BTS 💜","356"
"gemes banget tehyung dan Jimin semangat","415"
"V 😍😍😍","303"
"i love you😍 bts💜","612"
"l LOVE YOU TEAHYUNG [ V ] ♥️♥️♥️♥️♥️♥️♥️♥️","188"
"69173","514"
"69173","197"
"69173","755"
"69173","270"
"69173","445"
"69173","719"
"69173","330"
"69173","832"
"69173","959"
"69173","931"
"69173","846"
"69173","897"
"69173","142"
"69173","57"
"69173","487"
"69173","508"
"69173","717"
"69173","726"
"69173","210"
"69173","81"
"69173","871"
"69173","143"
"69173","656"
"69173","271"
"69173","663"
"69173","365"
"69173","388"
"69173","395"
"69173","858"
"69173","745"
"69173","451"
"69173","639"
"69173","430"
"69173","326"
"69173","12"
"69173","992"
"69173","256"
"69173","885"
"69173","805"
"69173","77"
"69173","561"
"69173","195"
"69173","447"
"69173","838"
"69173","469"
"69173","967"
"69173","231"
"69173","358"
"69173","621"
"69173","917"
"69173","907"
"69173","878"
"69173","201"
"69173","348"
"69173","69"
"69173","507"
"69173","854"
"69173","653"
"69173","182"
"69173","978"
"69173","937"
"69173","220"
"69173","44"
"69173","248"
"69173","243"
"69173","222"
"69173","383"
"69173","692"
"69173","853"
"69173","948"
"69173","627"
"69173","165"
"69173","65"
"69173","420"
"69173","383"
"69173","169"
"69173","360"
"69173","225"
"69173","21"
"69173","4"
"69173","296"
"69173","679"
"69173","848"
"69173","774"
"69173","757"
"69173","681"
"69173","778"
"69173","820"
"69173","453"
"69173","849"
"69173","25"
"69173","244"
"69173","730"
"69173","841"
"69173","364"
"69173","899"
"69173","726"
"69173","94"
"69173","694"
"69173","426"
"U are special 🙏😘🇯🇲","952"
"Omg 😱 I love you 😍❤️","933"
"GORGEOUS 💘","893"
"""On you","87"
"""Armonie","774"
"❤...","624"
"Show 🌷🇧🇷","282"
"You are absolutely gorgeous","697"
"Beauty girl  😍😍😍","171"
"""GOOD LORD","364"
"Im in love 😍😍😍","92"
"""beautiful wonderful","198"
"""Wow","309"
"""Hi beutiful girl!  As allways","194"
"Love your tattoo nice 😊","744"
"You possess magic 😍i'm under your spell😍","624"
"Love the view","996"
"Perfect body.. God's work of beautiful art","254"
"""Yes","498"
"Gorgeous I love your spirit","964"
"Beautiful!","685"
"Absolutely beautiful 😍 ❤","573"
"Sweet and charming ♡ Love you baby 💋","421"
"""Yes mixed Breed","768"
"""BTS = BEAUTIFUL","313"
"😍😍😍","75"
"All your work is great ❤️","381"
"😍😍😍","57"
"Your awesome 😍","391"
"""Sweetheart","973"
"😍","519"
"بتجنني اذا بقيتي ع طبيعتك","631"
"You're beautiful.","308"
"""You have amazing natural beauty","399"
"Hi dear","883"
"Good morning Gorgeous 😘💖💋💯","800"
"such cool neons omg","980"
"""Different","54"
"Wow u beautiful mem ❤️❤️❤️❤️❤️❤️","796"
"Looking so good","798"
"i like this!","25"
"Me gusta mucho lo sexy que eres ❤️","462"
"Top 🤩🤩","33"
"😍😍😍💓💓💓","132"
"Beautiful without the makeup","141"
"Tq very much I like your video","486"
"yummy","462"
"♥️💓💓🤪","620"
"That’s a really nice shirt.","343"
"🤤🤤🤤","139"
"🕸️😘","806"
"🇧🇷🇧🇷🇧🇷🇧🇷","781"
"🌼🌼😙😙😙😙","144"
"Beautiful","346"
"wooww beutifull.","57"
"👍","906"
"Nice color combination","680"
"Berry good 😘 !!!!","446"
"Like like..","574"
"Beautiful 💋💋💋","900"
"E đẹp lắm","447"
"👌👌👌👌👌👌","691"
"Nice video friend How Are you","888"
"😍😍😍😍😍","154"
"💕💕💕love","402"
"She is sooo beautiful","400"
"Wow I love you video 😍❤️🙋❤️","362"
"Cute🥰","171"
"Может и трусики такие же оденешь?)","185"
"💋😘","21"
"Such a beautiful goddess I will love to meet","440"
"Love😍😍😍","292"
"I like it.","19"
"Wow beauty girl in the world🤤🤤🤤🤤","541"
"Awesome.💯💖💕💖💎💍","491"
"""B-be polite","983"
"""Idk why","349"
"My head during exams:","44"
"Me when I'm going through an existential crisis","542"
"""0:56 Jin: “The blades are too sharp","849"
"0:41 it's me just me 😂😂😂","229"
"3:06  *Taetae is me* *Jimin is my teacher.*","496"
"""4:37 after all this","859"
"0:37 : Jungkook.exe has stopped working","484"
"I love how jin is unintentionally funny as hell","161"
"“please dance to On”  Yoongi: *a seaweed*","586"
"""These aren't my last two bran cells","499"
"1:44 everybody gangsta until hobi starts flirting","297"
"""Jungkook: there is plain","513"
"Jimin is so cute🥺","294"
"""I am not bored ","761"
"""Suga: ahh huh listen boi","200"
"The face jin made after smelling vinegar 😂","542"
"JK is literally my spirit animal.","491"
"""Jin said none of my Bros getting hurt","442"
"Jin = Laugh","488"
"""I like how Hobi loves to teases Yoongi","680"
"""I’m crying😭😭😭when Jimin asked Yoongi to dance","463"
"Somebody already disliked this vid I can’t😭","216"
"J-Hope leading the Imperial March killed me","137"
"""I love Suga “listen boy","234"
"😁 jimin in the thumbnail 😍😍💜","532"
"""Yoongis little """"listen boy","679"
"JINS FACE HERE 3:58 WHY WAS THIS SO FUNNY AHAHAH","157"
"The voice control jungkook has is outstanding..","152"
"*Truth Untold is Gold* 💜✨","938"
"Jin and jimin voice i can'tttt !!! 😭💜","705"
"Jin is the most beautiful person ever.","95"
"""the way jin sings so passionatly","402"
"This song is the reason why I became an army","924"
"""The biggest iconic when JIMIN","921"
"""No one talking about v's voice ","31"
"""Hello ","124"
"Taehyung is beautiful","411"
"OMG I am so proud of my brothers jinvminkook","902"
"💜❤️I LOVE THIS SONG 💘😊","883"
"Jin es hermosooo 😭","964"
"1:11 goosebumps 💕","979"
"Thank you for existing Jimin 💜","980"
"Taehyung's voice is the most unique 💜","861"
"3:36 THE HARMONY GAVE ME GOOSEBUMPS😳","500"
"Jin💜","232"
"But I still want you! Hits different 😭","335"
"""Doctor:you have 4","706"
"Jin 😍","907"
"""Wow","360"
"""Jimin's high note is","2"
"Jk voice always amazes me","188"
"Kim seok jin realllyyyyyyyyyyyy 💜","165"
"Seokjin 😫😫😫😫🥰🥰🥰🥰💜💜💜💜","884"
"fact: Jin sung the most in this song!","848"
"BTS Forever My life Alltime😘😘💜","547"
"4:10 Don't cry jimin it hurts. 😭💜","322"
"Jimin stole the show","256"
"Is jimin an angel💜his vocals made me😭","604"
"2:42 goosebump","583"
"Jungkook voice 😭😭","231"
"I die at Jungkookie started harmonizing 🥺","473"
"""When jin started to sing","817"
"Jin 🥺❤️","211"
"JIN YOUR VOCALS","480"
"Purple you 💜","338"
"""Poor Jimin","568"
"""Wait a minute","832"
"""Me being Sobbing","350"
"""3:54 is the most beautiful part to me","135"
"So beautiful meaningful song...... 💜","300"
"jin's voice is angelic😭💜","398"
"Jin..💜 world wide handsome💜😍","344"
"I want more of this track please!! 😭😭","398"
"Jungkook and the gang🙄    V deserves more😭","956"
"Awww i love all voices mostly jungkooks","94"
"Jim ... is my debilitate 🥺💜","892"
"""At that time","788"
"""Esta cancion es especial para mi","531"
"When Jimin hits his high note at the end","44"
"Jinnnnnnnnnnnn😘🥰🥰","30"
"""Its ok","487"
"i think i saw jimin crying 😭 💜💜","945"
"What a fate. World best vocalists are together","810"
"""after Life Goes On","356"
"""As an Army myself","23"
"V voice ❤️❤️❤️💜💜💜💜💜💜","863"
"""Tae oppa","464"
"ALL THE VOICE😭😭😭✨✨✨✨✨ I CAN'T","913"
"""""""Last episode","71"
"WHO HAS BEEN HERE SINCE OLIVE?!","818"
"""""""even after you were tired of playing the sims","828"
"""Namjoon: """"wait","357"
"""For a girl: Kiara","315"
"""Girl: Lavender","182"
"""""""Classic disney princess..kiss the boy","485"
"Me still waiting patiently for a mermaid baby","217"
"""Other BTS Fans: I'm a  big fan","91"
"Ma’am how is she still single-","511"
"When you realise episode 1 was 2 years ago-","645"
"""Boy: Hades","189"
"""I’m not going to lie","289"
"She’s stealing arts and stealing hearts","525"
"Tae playing the violin in Sims... The irony!","929"
"""I know we all love books here","370"
"I swear when this ends I’m gonna cry","99"
"Your twins are a Rod Stewart song.","560"
"For a girl: Bianca  for a boy: Eugine 🥰🥰","482"
"Dwayne really is like his mom. A klepto artist!","115"
"""Ironic that there's a movie called","480"
"Waiting for them to post again!! 🙃","102"
"“Rebekah has no skills” literally same","439"
"Wow Kelly's really living as Y/N now","929"
"""I’m currently on my lunch break","699"
"1350","242"
"1350","768"
"1350","176"
"1350","156"
"1350","872"
"1350","175"
"1350","913"
"1350","314"
"1350","128"
"1350","17"
"1350","438"
"1350","648"
"1350","514"
"1350","311"
"1350","570"
"1350","99"
"1350","302"
"1350","126"
"1350","841"
"1350","21"
"1350","285"
"1350","864"
"1350","552"
"1350","101"
"1350","475"
"1350","146"
"1350","54"
"1350","49"
"1350","952"
"1350","158"
"1350","865"
"1350","485"
"1350","174"
"1350","50"
"1350","113"
"1350","520"
"1350","2"
"1350","717"
"1350","960"
"1350","225"
"1350","352"
"1350","97"
"1350","163"
"1350","313"
"1350","873"
"1350","941"
"1350","592"
"1350","118"
"1350","283"
"1350","866"
"1350","612"
"1350","166"
"1350","58"
"1350","360"
"1350","480"
"1350","418"
"1350","944"
"1350","367"
"1350","517"
"1350","576"
"1350","396"
"1350","986"
"1350","671"
"1350","673"
"1350","380"
"1350","822"
"1350","217"
"1350","528"
"1350","181"
"1350","514"
"1350","770"
"1350","575"
"1350","754"
"1350","31"
"1350","510"
"1350","972"
"1350","907"
"1350","369"
"1350","446"
"1350","879"
"1350","76"
"1350","419"
"1350","902"
"1350","277"
"1350","770"
"1350","864"
"1350","865"
"1350","730"
"1350","803"
"1350","179"
"1350","719"
"1350","60"
"1350","261"
"1350","963"
"1350","988"
"1350","941"
"1350","825"
"1350","94"
"1350","102"
"1350","125"
"Taehyung isn’t werid he is just unique.","444"
"V is unique. Not many is like him.","851"
"V brought me to bts..i love him so much","966"
"Taehyung’s lovable charms can make anyone smile.","197"
"""There’s so much talk about how Tae has matured","282"
"""Fans are attracted to Tae","187"
"V is a unique person  with a unique personality💜","642"
"""He is innocent","805"
"POV: you're early and dk what to comment","871"
"""Tae is not weird","502"
"When you are too early:👁️👄👁️","620"
"""Maturity is a good thing","853"
"""When I got to know the BTS members more closely","838"
"world need more people like him.","573"
"And that's why we 💜 him","952"
"""Tae is one of his kind","869"
"Who’s bias is the legend Kim taehyung ?","22"
"""In the last picture","392"
"""V is 💜cute ","381"
"""Tae Is UNIQUE not weird","132"
"V is unique in so many ways.💜✌","917"
"""There's nothing about Tae","273"
"TAEHYUNGGG AHH!🥺❤️","644"
"""I really need someone like v In my life 💜 ","993"
"""Tae Tae is unique in his way","835"
"Taehyung is a great person.","140"
"They all are so cute. V is lovely","7"
"Tae has so unique personality💜","381"
"Hi :D","767"
"""Taehyung is an amazing individual person","528"
"Tae tae is a precious unique boi 🥺","197"
"WHAT WAS THE REASON?! - cardi b","326"
"""Taehyung is such a adorable","369"
"I felt like Jin was scolding me 😂","936"
"Why I'm crying like a crazy unnie😭😭","921"
"""Unnie","863"
"First BTW love this masterpiece unnie 💜💜","8"
"Aaaaahhhh finally my gurlllll is here💜💜💜💜","513"
"""namjoon","836"
"Yoongi's hug hit different","869"
"""The whole situation is preposterous","699"
"""Man","742"
"Nice fanfiction ..but GOT7 disbanded now💔","93"
"""In the end","81"
"When y/n hangs out with txt and enhypen.......","688"
"Bị Jinhit nhập rồi đúng ko? Mặn mòi dễ sợ!!!😂😂","897"
"2:59 bạn ghi sai tên của V rồi kìa....","296"
"""Ime just wondering if BTS wasn’t amazing idols ","388"
"3:00 Kim Taehyung","955"
"Why?????? 😂😂😂😂😂😂❤❤❤❤","913"
"Nói đến hậu đậu là Namjoon nhà ta rồi","105"
"Tae tae cute xỉu","111"
"💜😂","493"
"7:11 người ta quê dùm luôn kìa Tae ơi","588"
"Mấy vid của b hay ghê. Cố lên. 🥰🥰🥰","121"
"xem sớm nekkkkkkkkkkk","132"
"""Khá hay ấy","355"
"Thik nhất vẫn là ông anh cả jin❤❤❤","596"
"11:24 cười điên dại luôn","950"
"1:50 namjin muôn năm","676"
"4:24 bộ đồ giống karik trong rap việt","484"
"♥️♥️♥️♥️","964"
"7:05 là bài j v bạn","938"
"Coi ở đâu z","341"
"đoạn 3:07 là chương trình nào vậy?","141"
"Hài đỡ k nổi với trai nhà này 🤣🤣🤣🤣","702"
"😂","151"
"😂😅🤣🤭💜","122"
"Ừ tui đây hậu đậu","323"
"Kim Taehyung nha bạn 3:00","760"
"Mặn vãi nồi.","910"
"9:04 là ở đâu vậy mn?","440"
"Like thứ năm xem thứ 11ctm thứ ba hihi","922"
"😂😂😂😂","610"
"I Love bts  จังค่ะ","647"
"Hihi.....","455"
"9:46 la chuong trinh gi vay a??","334"
"Mn ơi bts nấu ăn đội mũ trắng trong run tập mấy ạ","659"
"TaeHyung not TaeHuyng","400"
"11:45 trương trình z m.n?","696"
"Cho mình xin tên bài hát lúc 10:17 với...","116"
"2:47 show j a","316"
"Hi army's","761"
"sumin","373"
"I Love  you 😙😙😙😙😙😙😙😙😙😙💋💋💋💋❤❤❤❤❤","871"
"RM lúc nào cũng hậu đậu như nobita","647"
"3:30 Owwwwww this hurt me inside 😩","147"
"The guy who be namjoon part looks cool🆒","866"
"3:44 хотел выпендрится 😂","112"
"""It was really fun","932"
"""Woooooooooooow","705"
"CLARIE AS YOONGI YELL HEAH 😍","261"
"a pessoa que fez o yoon é muito bonitaaaaaa","418"
"BEST DYNAMITE COVER!","403"
"I missed watching y’all and this so much!","253"
"""I always wait for I LOVE DANCE covers","391"
"""Living for the Jimin dancer in this","314"
"This deserves more views😍😍","488"
"MISS YOU GUYS SO MUCHHH😭❤","918"
"finally comeback yuhuuuu~ miss u guys","762"
"Kpop is in perfect sync and good rythm.","823"
"""Camera-nim I hope you are okk  Also","594"
"Please dun dun by everglow","555"
"""They immediately put a smile on my face","15"
"""아이 러브 댄스 항상 응원합니다. 댄스","470"
"""the energy","501"
"Was waiting for their return!🙌🙌🙌","755"
"I like MJ CHOI~~~","236"
"""4:27 oh that the guy who did stage K ","784"
"the talent! i love it guys y'all did great","368"
"I love them from México","71"
"Ameiii mdss","858"
"jeez i missed u guys and ur covers XD <3","390"
"Wow its just like vms 💕😊 I love it 🤧","541"
"""Cover K/DA-MORE","625"
"Yaaaas they are BACKKKKK","591"
"Thought y’all was gonna do the dance break 😔","225"
"Happy to see you all again♥","33"
"great as always<3 really missed your covers!!","9"
"90s love nct u please","778"
"ohhh fernando ma man!","683"
"This is sooo GOOD!  Keep up the good work!","920"
"역시 최고!~♥👍😍","846"
"문주야 눈물나도록 너가 자랑스럽고 멋져👍","476"
"cover done with effortless precision and feeling","564"
"대장님이 황금막내 되셨네요 ㅎㅎ","719"
"👀🇰🇷잘보고가용~🐋💜⭐","781"
"Omg I love it 🥺🥺🥺💜💜💜💜😍😍😍","405"
"다들 멋지심 ㅎㅎ 😃","251"
"I miss y’all. Been a while.","899"
"They danced to T-ara 's songs. Please😢😭","89"
"페르난도 완전 멋져요. ㅎ.ㅎ 스테이지k의 주인공!!","545"
"너무 좋아요~~♥♥","984"
"뉴욕 시내를 그래도 수십번은 가봤는데 이렇게 휑한 건 첨보네","912"
"🔥🔥 I waited 5 months for this video 🔥🔥","699"
"👏👏👏👏👏👏👏굳굳","65"
"OMG I MISSED U GUYSSSSSS","926"
"오랜만에 나오시네요~코로나19조심하세요~^^♥","297"
"LOL! love the outtakes! 💕💕💕🎈","624"
"Congratulations mj for your back recovery!","273"
"Omggg finnallyyyy😭😭💖💖","439"
"""Excellent performance","804"
"Yeeeeesssss you are baaaack 🎉🎉🎉🎉🎉","728"
"애들 수트사이즈 다 작살난거보소..","570"
"yay <3","652"
"Awesome guys 💜💜","555"
"Omg! All of you are great!","894"
"*I love it*  💜🖤","439"
"3💜💜","409"
"Very wonderful dance! Thank your passion!","173"
"I love your dancing 💛💥","435"
"wonderful job 👏","695"
"This is fire eo eo","791"
"Finally🎉","79"
"i love it😻😻😻","558"
"""Плохо","808"
"🥺🥺💓","917"
"في عرب هنا؟ 🙂💜🍭✨","601"
"2♥️","893"
"I thought they did the dance break :(","259"
"💜💜💜","8"
"Next eon fighting💪💜","9"
"Yuhuuuu up lagiiii","734"
"Emak up juga 🕊✨ Fighting ya makk 🤗❤","211"
"Awesome editing ☺️","97"
"😍👍","843"
"Jimin's voice takes me to the moon.","49"
"vmin with sope","497"
"Jimins and taes voice ... soooo calming❤😭","859"
"""Amo las voces de Jimin y Tae juntas","312"
"""I miss watching them perform on stadiums","976"
"Taehyung voiceeeeeee😭","371"
"AAAAAH JIMIN VOICE IS AMAZING I LOVE HIM","809"
"""My brother","628"
"""my favorite song from the album","253"
"""You're back","414"
"Great work. Keep it up. 💜💜💜💜💜💜💜","423"
"""As usual","454"
"VMIN 💜💜 SOPE💜💜","626"
"آحًبًکْمً بًآنِغُتٌآنِ💜 I LOVE YOU BTS💜","772"
"*me slowly twerking","59"
"Their voice really heal me","951"
"VMin","896"
"#tae_you_are_perfect 😭😭😭","837"
"I miss them so much.","333"
"صوت وضحكة جيمين هما سعادتي","167"
"#TAEHYUNG_YOU_AREPERFECT","619"
"I love this song💜💜💜 Thank you elisssa💜","783"
"""Fly to my room","668"
"The best vocal and rapper in this song 💜💜","732"
"""Está canción me encantó ❤️","338"
"This song made me cry because of their voice","253"
"Jitae is the most have beautiful voices💜","220"
"Suga seesaw MVP","998"
"Jhope vocals are really amazing","133"
"ahh this is so well edited! 🍒💞","84"
"Why is this the best?","757"
"""I LOVE this group ","475"
"Jimin voice really sweet","656"
"""Okay Elisssa","266"
"this song makes me want to cry","518"
"As usual your editing is it peaks 😍😍","474"
"Wow their voice together is an heaven 💜","316"
"Omg the edit is so damn good!","457"
"Amazing 😊😭💜","327"
"""You always make the most beautiful MVs","58"
"Tae's voice😌😌😌","871"
"""Jimmins voice is truly amazing ","613"
"There voice is jus soft💜","824"
"Vmin voice is so healing 💜","339"
"Speechless 🤐🤐... My heart is boom boom ❤️","533"
"Oh jimin❤️❤️❤️❤️","60"
"FLY TO MY ROOM BANGTAN 💜","770"
"""Jimins voice is really good","844"
"""Wow","918"
"Vmin is beautiful and sope  💜","20"
"V love you🐯💜","432"
"i really love this two angels voice💜","721"
"""Elisssa you make the best MV 👌","505"
"Just Love it V vocal voice. 💜 💚 💜 💚","701"
"Their angelic voice ✨🥺😍💜💜","173"
"This is the best song track of BE album ☺️","425"
"This is my fav song on the album 😳","515"
"purple you💜","483"
"Spring day please 😭😭.","496"
"I PURPLE YOU 🇧🇷","856"
"""‘We actually all had six packs","561"
"0:02 let's all wear black and don't tell namjoon","290"
"""LOL Jin","632"
"The sub makers be smirking like hell :D","295"
"""When they asked the boys how RM helped them","887"
"2:49 And They Lived Happily ever after😆😆😆","130"
"BTS 💜 army 💜and fans are everywhere ✌️✌️....","943"
"I can't jump from here coz am very old😂😂😂","474"
"""LMFAO """"kookliet"""" """"jimmeo"""" hahahahhahhaahaha""","466"
"Their wierdness makes ARMYs love them so much","404"
"BTS fan from Korea 🇰🇷😁","436"
"2:18😨😨 omg😂😂😂😂 seriously RM.","13"
"Jimin the dirtiest minded.🤣","300"
"RM oppaaaa your dream girl is 😂😂😂😂","542"
"Jhope is me when I do sports     Im very loser.","10"
"""omg!!! jhope call malaysia! i hope","32"
"In 2:53 what is namjoon saying about??!!😮😮","506"
"9:03 aww poor and innocent tae 💜💜😂","176"
"2:20 what namjoon?.......","74"
"BTS fan from Philippines Zamboanga city","839"
"2:19 RM is like RM: what did I just say 😂","889"
"Kookliet and jimmeo... I'm wheezing 💀","208"
"2:18 Where is this from?😂","39"
"BTS fan from Rajsthan state of India 💖❤🤗👧","764"
"""2:57 they question why the woman would be naked","739"
"jhope is secretly fluent at english .","89"
"we all know that kookie invented english.","250"
"BTS know...... Language: *EXIST* English: *R.I.P*","93"
"J-Hope: Are you happy? Jimin yEs V: 👁👄👁","991"
"""min yoongi is fluent in english","628"
"""They may speak in tiny","155"
"Jungkook: hot bo-..... Yessssssss👁👁 we know...","129"
"""4:41 That """"hAha"""" was just so cute :(""","487"
"Her intro is just 🌠iconic🌠","770"
"suga is def fluent at English-","500"
"""9:24 *""""brunch-ee""""*   He's so cute 🥺💜""","103"
"""""""it's massive""""           -kim Taehyung 2020.""","347"
"Imagine getting a heart by bunnyswag","634"
"OK BUT J-HOPE’S ENGLISH IS ACTUALLY REALLY GOOD","161"
"1:15 can we talk how beautiful jin is","425"
"am i the only one who loves the intro? <3","888"
"every time Yoongi spoke my heart just melted","188"
"BUT THEM SPEAKING IN TINY IS TOO CUTE PLEASE😭💖","747"
"BTS speaking in tiny is the cutest.","445"
"No one:  Me: **getting BTS X Maple story ad :)**","55"
"they do EVERYTHING in tiny 😔💜","50"
"YouTube:0 views Also YouTube: 2 likes","862"
"And maybe Jin's face 😂😩","620"
"We all know that hobi and yoongi invented english","563"
"I'm ready for the BUNNY SWAG💜💜💜💜💜💜💜","935"
"“and jin’s face”    “huh”   BYE- 💀✋","390"
"Who else loves bunny swag :)","805"
"""I know they're not fluent","345"
"""Omg when Hobi said","479"
"They’re so adorable🥺","30"
"""RM: All the 7 members are so CUTE Me","824"
"""Lol the way nomjoon saracasticaly says """"Maybe","402"
"""Once BTS is fluent in English","13"
"Jimin Flirting Jennie~","736"
"The editor should get an Oscar 😘","589"
"Don't worry Black Bangtan","163"
"Roséee","449"
"Lisa jk scene is so cute","546"
"Taerose 🌸 for the sake of god the are stunning !","325"
"i love you jungkok","26"
"""Nice edit","6"
"You're so good in editing!💕","27"
"EPS 4 dong really exciting ❤","227"
"Anyeong 🙂","808"
"Thanks eoniie fighting","859"
"Nice edit;)","238"
"It's so well made omg","732"
"Ep 4 please 🥺 notice me 🥺","640"
"i am a armyblink🥰😍","85"
"I hope in interaksi for blackbangtan❤️","199"
"Love It!!!","581"
"The ice cream outro music is cool 🙂","47"
"Really appreciate your editing ❤❤❤❤","775"
"i love this episode🤩✨","360"
"I really can't wait for the next episode","227"
"Next ep plz😄","489"
"우리는 모두 방탄 소년단과 블랙 핑크를 좋아합니다","382"
"I was kinda jealous but i love it","244"
"Blackbangtan forever 🥰🥰🥰🥰❤️❤️❤️💜💜💜","927"
"Ep 4 pls pls","631"
"Waiting for nexxt","286"
"Kakk next kakk plss...kerenn banget","720"
"I am liking this series😅","94"
"AAA 김석진과 김 지소는 매우 적합하고 낭만적입니다.","893"
"always supporting","543"
"Ep.4 please","280"
"I like this 💗","744"
"Next eps dong kak","886"
"Aww kerennn!💜 Lanjutkann","653"
"I love it from Mizoram 🇮🇳🇮🇳🇮🇳💖","662"
"Sarangheo","924"
"ㅗㅑㅡㅑㅜ ㅇ무 갠ㄷ ㄴ뭏ㅁㄱ 채채ㅏ ❤❤❤❤핌차 ㅍ뭏ㄱ무💗💗💖","342"
"""Episodeu 3ui sis","494"
"Eps 4 plisss😭😭😭","808"
"I'm waiting for the next episode","757"
"It looks like it's real good effort 👌👌👌👌🥰🥰","698"
"""Jimin","135"
"Jwnnie still haxnt showed her talent;-;","500"
"Bts 😍","726"
"Cool 😎 I like this ✨🙂💜","824"
"""Next eonnie","601"
"Taehyung ❤jennie","971"
"Annnyeong Episode 4 mna","556"
"Annnyeong Episode 4 mna","583"
"next episode dong kak","134"
"Only bangthan forever💜💜","55"
"Ohhh!! This vidio interesting🤗🤗🤗","685"
"Totoo bayan haha","146"
"Blackpink 💞💖💕💓♥","782"
"Hello i am from indonesia🇮🇩 i like this","987"
"Nice edit","561"
"Part 4 please🙏🙏","19"
"Nggak ada indo ni?","372"
"Im so happy thanka others ep?","993"
"Episode 4  woyyyyyyyyyyyyyyy","526"
"your edit...just unspeakable😂🤟","329"
"Next part pls","371"
"yay i have been waiting for episode 3","353"
