"comment","user_id"
"""""""Me siento alegría de hablar"""" 😂😂""","546"
"""0:49  jungkook: besame","931"
"Amo BTS 💜🇰🇷💜🇧🇷💜💜💜💜","213"
"Que bonitos cuando hablan en español","435"
"When los BITIES hablan mejor español que tú y yo","648"
"""Dioss","777"
"Que hermoso que aprendan Español","691"
"""1:35  Yo no se","868"
"0:12 las E-army también existimos","756"
"""HAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","51"
"Ay pinshis bts hermosos😚😚😚😜😛🤑7u7","251"
"""Soy o en el minuto 2:30 pareció que dijo """"jdsn","788"
"""2:58 esa niña tiene mas suerte que yo :""""v""","986"
"Hablan bien lindo los amo ♥♥♥♥","770"
"Jin :bésame mushoo yo: con gusto 7u7","844"
"Seokjin hablando español es icónico 😭","292"
"1:28 no lo pidas 2 veces Jin xd","698"
"""ESO HOSEOK","910"
"Me encantó cuando J HOPE  DIJO VIDA LOCA 😄😄😆😆","75"
"Admitan lo j-hope es latino ✨👄✨👌👌","733"
"Me gusta cuando j-hope dise vive la vida loca","19"
"Nadie hablando del hermoso español de Jin 😭","23"
"Amo los bailes de Namjoon XD","865"
"Amo cuando RM y J-hooper ablan español","711"
"BTS México","564"
"Hobi y nam fueron latinos en su otra vida xd :v","570"
"RM: Holaaaa somos... quienes somos... Bitiez","860"
"Jhope en alguna otra vida fue Latino.","914"
"0:16 ¿Quienes somos? :0 ame xD","261"
"0:23 cuando nadie me ve","610"
"""El """"gracias"""" de nam fue perfecto 💖👄💖""","541"
"Morí con el mariache de jimin","573"
"Se escuchan Todos tiernos hablando español ❤","714"
"Que tierno nuestro namjoon Adiós Chao","408"
"""Se les escucha muy bonito como hablan el español","455"
"Jungkook:besame mucho Yo: contodo gusto","537"
"ay manitas me estoy muriendo de ternura: 3","953"
"0:50 KuAndOh KieRas bEiBi oZi OzI","608"
"te quiero mucho j-hope","34"
"te quiero mucho j -hope","176"
"Amo a namjoom ♥️♥️♥️♥️♥️♥️♥️♥️","807"
"J-hope 😎","978"
"AAaaAAA VOLVISTE! 💖","828"
"Ahhh j_hope abla super cool","435"
"""yo cagada de la risa","518"
"Jin sabe cantar mejor que io feliz navidad","84"
"234","572"
"234","665"
"234","103"
"234","31"
"234","60"
"234","785"
"234","399"
"234","621"
"234","493"
"234","744"
"234","40"
"234","161"
"234","514"
"234","292"
"234","817"
"234","836"
"234","14"
"234","89"
"234","904"
"234","166"
"234","550"
"234","925"
"234","79"
"234","69"
"234","622"
"234","950"
"234","403"
"234","558"
"234","817"
"234","666"
"234","220"
"234","232"
"234","515"
"234","91"
"234","89"
"234","170"
"234","975"
"234","992"
"234","110"
"234","603"
"234","403"
"234","342"
"234","951"
"234","740"
"234","762"
"234","147"
"234","762"
"234","400"
"234","949"
"234","671"
"234","69"
"234","722"
"234","190"
"234","612"
"234","728"
"234","66"
"234","396"
"234","209"
"234","937"
"234","334"
"234","565"
"234","382"
"234","349"
"234","424"
"234","214"
"234","976"
"234","381"
"234","162"
"234","273"
"234","880"
"234","843"
"234","104"
"234","818"
"234","280"
"234","155"
"234","827"
"234","518"
"234","639"
"234","519"
"234","899"
"234","694"
"234","992"
"234","621"
"234","521"
"234","461"
"234","55"
"234","578"
"234","982"
"234","470"
"234","202"
"234","131"
"234","426"
"234","441"
"234","852"
"234","292"
"234","113"
"234","774"
"234","935"
"234","991"
"234","322"
"Seberapa banyak ARMY INDO???👉","78"
"""Jk: sekarang","940"
"Aku merindukan taehyung yang petakilan:((","147"
"32:33 jk gemes bgtt😭 argggh","536"
"Jhope ganteng banget yak?","348"
"V please be happy..❤️❤️","865"
"semangattt terusssss💜💜","829"
"""Tadinya aku lagi badmood","80"
"V we love you fighting","331"
"""32:27","878"
"Tae tiap kali ngomong pasti ada gerakanya😍","601"
"""Perkara makanan mereka nomor 1","619"
"maknae JK niruin kakek lagi  rrrappp monsterr 😂","973"
"Kenapa aku gemes sama jimin-suga ya wkwkw","154"
"Aaaaaaaaaaaaaaaaa thank u sub indonya😭💜","444"
"Jk say: Rrraapp mosntaa That so pretty >♡< hahaha","511"
"""Aku yg selalu telat nonton","782"
"""태형 씨","404"
"Thanks you Bangtan💜","781"
"Fighting 💜💜","375"
"""Terimakasihh authorrr gercep bgt","640"
"Teahyung oppa💜💜💜💜😘","888"
"""Suga sma jin suami able bangettt","323"
"""Jaga kesehatan min","633"
"""Mereka yang masak","972"
"""semangat terus buat admin","345"
"Aowkaow pda komen first semuaa. Tengkyuu kakkk!!!","631"
"32 detik yang lalu dong:))","803"
"Neol saranghae","447"
"Jungkook Selalu: Rrrrrrrap Monster 🤣🤣","129"
"yang jelas disini jungkook laper","595"
"terimakasih dan fighting 💜💜","985"
"Thank you author ❤️❤️ fighting","531"
"Dari tadi ngeliatin jimin gemesh banget😆","359"
"Bangtan borahe","52"
"""Tengkyuuu","89"
"MAKASIH UDAH UPLOD INI😭💜","300"
"""Yang gw tunggu"""" akhirnya muncul juga 😭😭""","701"
"Thank you. Love banyak2💜💜","175"
"Ngakak denger suara jhope 😂","619"
"ye ye ye!!💜","15"
"Makasih so much min buat subtitlenya","979"
"gercep banget kakak ini😭❤️ 🔥","716"
"1:45 ngakak bener junkook 😆😆😆😆","812"
"Smg kedepannya makin sukses:)","249"
"Thank you min udh share","643"
"Jadi penasaran rasa sup nya tim nya vhope","586"
"Mksih videonya kk💜💜💜💜","430"
"Gercep ah 💋","511"
"""Yg di tunggu"""":)""","59"
"""Thankyouuuuu yaa ","381"
"Aaaa gercep banget makin sayang dehh:*","488"
"Terimakasih ka sudah menerjemahkan ❤️","821"
"Akhirnyaaaaa 🔥❤️","363"
"44 menit yg lalu  thank you min 💖","163"
"Spiritt 💜","26"
"Ahh luvv bangettttttt gerceppp","840"
"Terimakasih kakak....luv you😘","25"
"V kalem banget sih","589"
"Gomawo 😭😭💜💜💜💜💜","409"
"Makasih kk.jgn lupa istirahat","368"
"""Yoongi... lagi kenapa ituh","382"
"Ahirnya yang di tunggu2😍😍😘","569"
"Jimin ngakak mulu dah🤣🥰","193"
"""Mantepp","809"
"Udah rame komen :)","132"
"Akhirnya yang ditunggu tunggu up juga💜","389"
"makasih kak 😍","492"
"Gomawo subtitlenya🤗","457"
"Gomawo mimin 💜","609"
"""Thank kak udh menerjemahkan","938"
"첫 번째 댓글","462"
"Aseekk","699"
"Makasih kakk💜💜","861"
"ليش لما يمدح غنائهم احسه يمدحني😂😂🔪","207"
"فانز فلتر جيمين وينكم 😗💜💜.","112"
"2:26 RM","895"
"Yes; Life goes on💫💜🍓","287"
"ارمي اثبتو وجودكم بل ايكات","615"
"المخرج والمصور جونكوك أصغر عضو بلفرقه😭💜","697"
"هلا ولله تاي ستان اثبتو وجودكم 🤓🌈","351"
"فانز جين 💜🔮","631"
"في ناس كلاب شهره ارمي انتبهوا ⛓️😣 ⁦ಠ_ʖಠ⁩","973"
"2:20نووو نامجون راااب مونستر👍🌝💔","101"
"나는 또한 그들의 노래를 매우 좋아합니다💜💜","294"
"ارمي اثبتو وجودكم 🔮💜✌🙃🙂😘🥺💕","802"
"ارمي خلي لايك😚💓","597"
"جنغكوك عندو الحنجرة الذهبية 🍯","935"
"صوة جيمين يجعلك تقعين في حبه","984"
"نامجون  جيهوب  شوقا هذول الرابر لاين 🥺💗","762"
"2:25 راب مونستر (نامجون)  🙂🤝🏻💗","716"
"اعشق بارت شوقا كل ما سمعته احس اني ببكي😭💜","13"
"نامجون / قائد الفرقه و راب","376"
"لا اول يلي غنه اسمه جونغكوك🙂✨🌸","97"
"ياخي الفخررررررررر وصل للسماء  ارمي اثبتوا وجودكم","98"
"شوفها مع الترجمه بليزز..😟 صدك راح تعجبك جدا","872"
"لأ مو كلهم يغنو مع كيم تاهيونغ بس هو😭😜🇯🇴🇰🇷","107"
"*تقيمك يجنن لطيف هادئ 💗💗.* *عادي تسوي بعد!؟*","951"
"2:19 دا راب نامجون قائد فرقة بتس🐰💜","170"
"وينكوو ارميي","179"
"فانزات شوقا وينكم","2"
"اين انتم يا ارميييييييييييييي 💜🌌🔮✌🏾","769"
"بلييييييز سوي تقيم علي اغاني شوقا بالانجليزي","111"
"2:21هاذه راب مونستر RM","535"
"تايهيونغ صووته كلشش قوي وعمييق","632"
"2:23 راب نامجون","683"
"يناااااااس تاي ناوي يذبحني بالاخييير😩😭😭","770"
"شوقا كان كتفو يوجعو بس صور عشانا 🍯🤭🤭","495"
"كيم نامجون واسم الفن راب مونستر ار ام","439"
"جونغكوك هو الشخص الي كان مخرج الmv 😭","625"
"نامجون الراب مونستر 💖🙂","875"
"ملاحضة هية مو حزينة اسمهة الحياة تستمر 😂😂💔","515"
"راب مونستر نامجون RM كيم نامجون","202"
"V is cute","348"
"🔥🔥🔥🔥🔥🔥","596"
"""I think Taetae is your secret weapon to kill me","149"
"The way he told V💜 🔥 🔥","857"
"This made my day","883"
"Taetae 💜💜","999"
"V I miss you baby so good boy💜💜💜💜🌹","864"
"🎉🔥v😎🔥🔥","94"
"V💜💜💜💜💜💜💜","265"
"It's not funny it's hot edits Sarangheo v","444"
"V you are so sweet.🥀","24"
"V:beeeeeeeeeeeee  ME:CUTE VOICEL💜💜","933"
"Why he is so handsome and cute 💜💜💜","807"
"My price charming my cutie V💜","526"
"O my god his smile ❤️","719"
"V teahung ❤️ I love","749"
"V😊😊❤️❤️❤️❤️❤️","859"
"Superb V✌👈","869"
"Nice editing bro 💜💜","291"
"Soooo cute💜💜💜 lots of love from India🇮🇳🇮🇳","448"
"This is my favourite band ❤️❤️❤️❤️❤️❤️","178"
"Hae ARMY! did u upload different videos of each?","797"
"O am g I love you v🥰😘😘🥰😍😍🥰😘😘🥰😍😍🥰","683"
"I love this band ❤️❤️❤️❤️❤️❤️","849"
"Ur editing is 🔥","851"
"❤️❤️🔥🔥🔥🔥","879"
"🔥🔥🔥🔥🔥","682"
"💓💯tae💓💓","563"
"""Best editor in the world ","991"
"wow 😍😍😍","870"
"Superbb💜💜","393"
"Yes his eyes is 😘🥰❤️ killing","332"
"Soooooooooooo cute so handsome","169"
"😂😂😂😂 funny and cute","511"
"❤️","792"
"❤❤❤❤","857"
"I love you v","752"
"Omg he is soooooooooooo cute","18"
"Hi army plss watch my channel also","90"
"Niceee👌👌","793"
"💜💜💜💜💜💜💜💜💜💜💜","334"
"😯💝","671"
"0:08 to 0:12 🥵🥵🥵","827"
"Armys: dead😂😂😂","454"
"😘😘👍","727"
"😙😙😙😙💜💜","310"
"💜💜💜💜💜👌🏻👌🏻👌🏻👌🏻👌🏻","891"
"I love you to v","921"
"So cute","391"
"I like this one 0:08 so much","992"
"He is my first love","953"
"nicr editing😍😍😍","197"
"Oh my god what a twist","768"
"😂😂💋💋😯🔥🔥❤️❤️😘😘","896"
"😍😍😆😆😆💖💖💖✌️✌️","340"
"Cute","11"
"Nais👌👌","704"
"Which song of bts did u use","787"
"Hi !his name  is V and  he is a good boy","273"
"Cute❤️😎😀","513"
"amazing dance yaar 'v' nice","412"
"And his simple is killing","536"
"Funny. Densh 🤭🤭🤭","903"
"😘😘😘😘😘😘😘😘😇","911"
"Can you plz tell me which song it is","750"
"Anyone meet v?","893"
"Wow","294"
"Are u an Indian plz tell us plz","598"
"K💞💝👌👋👋💖😊❤❤❤💕💖👋💖","657"
"Very nice","574"
"Jimin cute in pink colour hair","701"
"""Every hair colour suits him","229"
"Jimin looking  cute in all hair color","555"
"My bias😍","761"
"""My oppa 😳😳","25"
"💜JIMIN 💜","420"
"Baby Machi Soo Handsome and Cutie ❤❤❤❤❤","502"
"Jiminaaaaaa","542"
"Jimineee Pink colour hair in very  nice","698"
"V IS ALSO MY BIAS BUT FIRST MOCHI","577"
"우리 지민이 하고싶은거 다해","632"
"I love you Jimin and so cute 😊😊😊","608"
"Every colour shoots mochi.I 💜 mochi.","190"
"What is jimin's favourite colour..? Plz tell me..","954"
"Blonde colour suits on him 😊😊💜","871"
"😍😍💖","699"
"Jiminshii💜💜💜😍😍😘😘","630"
"ι мσsт ℓιкε נιмιη ωιтн ριηк нαιя😊💜💜","54"
"MOCHI IS MY BIAS AND I LOVE HIM","254"
"i..jimin cute ganteng bangen deh😍😘😘","585"
"🥰🥰","717"
"Jimin","638"
"I like that red colour hairstyle very much","9"
"On jimin","233"
"❤️❤️❤️💜💜💜💛💛💛","759"
"Grey hair colour soots him very much","834"
"Love 💗💗💗🌹🌹","364"
"Jimin is my husband","181"
"Gray and black...... 😊😊😊","405"
"Songs?","643"
"But all colour soots bts all members","430"
"0:43 uy tu si guapo jajajaa si muy cierto😂😂😂😍","595"
"6:18 😂😂😁","240"
"Jajaja amo vídeos como este XD 😂😂😂👏","498"
"6:18Ahi se sintio la verdadera felisidad","154"
":)","859"
"5:05 RE SIIIIIIIIIIIIIIIIIII.","714"
"Jajjajjajajjaja 😂😂","740"
"El 3:30 es verdad","446"
"""Thanks","964"
"It's sooo amazing can you teach me please T_T","979"
"Lol your voice","748"
"Tae and suga literally share the same brain cell","743"
"Seven is my favorite number now","319"
"* Make a seven *  Others: * 7poses * V: ✌️🖐️","629"
"""Tae and Suga: """"we're surrounded by 3 yr olds""""""","399"
"""Dear parents","764"
"Tae and yoongi is so extra XD  I Love Them 💜","915"
"""BTS: everybody wear calm","851"
"everyone: 🤸‍♀️🏌️‍♀️🤸🏻🧗‍♀️💃🕺 tae: 🧍🖐✌️","368"
"international ARMY            👇","703"
"Tae: 2+5=7 Army:😭oh he sooo handsome 💜💜💜","28"
"""Olhei o Yoongi fazendo isso '👇' e desculpa","39"
"O Yoongi travando na beleza = tudo pra mim","586"
"Suga: pose de maloqueiro","417"
"""La creatividad de Jhope me supera","413"
"""Yoongi sedentário ali kkkkk","288"
"Jhope’s seven is the most accurate ✨","647"
"Yoongi: 👇🏼 Tae:✋🏼✌🏼","526"
"""Kim Taehyung and Suga - """"asking us to pose 7","950"
"1:23 I’m dead Tae and Suga 😂😂😂","832"
"""OK ITS TRUE I am missing that old funny","954"
"""Taehyung hyung biş dicem","877"
"tae and yoongi are just built different","314"
"1:17 i like Hobi's 7 XD","880"
"""""""BE"""" YouTube is incomplete without you.""","30"
"7J-hope","880"
"Муд по жизньи: Юнги","210"
"""Hobi's 7 is really something","872"
"""V and Suga: Then if you don't accept it","630"
"Os meninos parecem super a vontade com as staffs","472"
"No one: Literally no one:  V's 7 pose:  🖐🙂✌","989"
"""DEAR ARMY'S ","777"
"taehyung just simple making seven fingers.","434"
"We all want V to be our photographer ❤️","821"
"V out fit is so cute","249"
"Тэхён; а я умный 😅","14"
"Everybody gangsta till Tae pulls out the math.","848"
"V the photographer and JUNGKOOK the director","798"
"I’m crying at tae and sugas 😭","884"
"President J-Hope representing Asia 😌","524"
"""Dude","328"
"Suga'yı yeniden aramızda görmek çok güzel.💜💝","155"
"RM Jungkook: *loving the song* Jhope Suga: *mood*","328"
"""Jungkook  ","234"
"Me looking at suga Suga be like: -_-?","686"
"""RM","50"
"jongkook face is soo cute luv u all 💜💜","86"
"My Heart is on *FIREEEEEE 🔥🔥🔥*","72"
"Suga be like: I'll beat everyone right now 😂😂😂","221"
"Pls yoongi looks like he is gonna kill namjoon","352"
"1:05   Suga:- i want to slap you jk😑😑","588"
"I'm not a blink but I love lisa","265"
"""Wow","811"
"Lisa's voice is on another level  ❤","233"
"0:16 ahhhhhh Lisa is killing it that look","267"
"""After the song finishes","296"
"I see JK enjoying Lisa's rap a lot...","971"
"Junkook and Rm:🙌😄☺ Suga and J-hope:😑😐😕","619"
"""Its like RM is the song prouducer","626"
"jk is serious at lisa lines","326"
"الارمي ايش وضعهم😂💜","322"
"Lisa looks so pretty 🤩🌹","362"
"""RM","928"
"Jhope🕳_🕳  Suga -_-  Jk 🤩🎙  Rm🕺🏼","58"
"Jungkook can rap so well!","55"
"""V","166"
"i like this edit ver","159"
"Jk and rm : father like daughter","66"
"""Jk and rapmonster:singing Suga:ugh","542"
"Jungkook and RM start dancing😂😍","908"
"Jungkook got the best reaction ever","375"
"جين متحمس اكثر منهم حافظ الاغنيه حتى من الحماس 😃","672"
"Lol junghook husband Lisa is me😘🤍💍","873"
"شوقا : جيهوب / سأخبر الله على كل شيء 😭😂😂😂😂","32"
"O jungkook doido como sempre kakakakakakaka","275"
"Yoongi is such a Savage😑😎","680"
"I love this and this video is so clear","9"
"""Kookie and rm: 🤩 Suga and j-hope: pls","555"
"l love you BLACKPINK","412"
"OMG! JK KNOW ALL LYRICS HUH?????? HOW 🧐🧐😏😏","338"
"Yoongi is like I want to sleep.😂","738"
"A dónde tan feliz Yoongi?? Ajajajajjaaajaaj","309"
"Namjoon's face singing seriously 0:40","563"
"Rm is just mouthing the lyrics I cant-","459"
"Lisa rapea:💎✨ Kook:que la remede dice 😈✋","525"
"JK and RM being blink🤣","330"
"our kookie kookie and namjoon is living the song","263"
"How many bts army in the world??  💜💜💜   👇","924"
"We don't need comedians when we have BTS 😂😂","734"
"Comedians lost their jobs because of BTS","30"
"""Even when I Fall and hurt myself","248"
"love from india 🇮🇳🇮🇳🇮🇳🇰🇷🇰🇷","972"
"""After one second","799"
"""Youtube:let's notify her after 5 minutes Me:bruh","750"
"Lmao 🤣 Run ep 122_123 is the funniest ep","365"
"BTS-The most famous band aka comedians🤣🤣","33"
"JinKook: Nation's living Tom&Jerry. ❤","810"
"Jimin: Trying to look cool Jin:😑 🤣💜","634"
"Jungkook and Jin are so cute and funny together😂","852"
"Everyone needs a seokjin in their life 😂💜","592"
"V and jk  as always the crime partners😂😂","586"
"WHEN JIN LAUGHS I AUTOMATICALLY LAUGH","799"
"Jin eating is my spirit animal","310"
"6:27 jin is so cute😘","764"
"""y'all know","822"
"Look at yoongis smile at 6:25🥺","633"
"""No one:   Namjoon:in crow language """"Bye""""""","148"
"Jungkook97 is my mood","74"
"V's dance ❤😂 7:14","284"
"7:14 Taehyung really said 🐛🐛🐛🐛","112"
"Rm's crying scene😂😂😂😂","412"
"The staff be holding their laugh tho👁👄👁","299"
"my poor baby yoongi ;(","465"
"Jin is making me feel to eat corn 😂","589"
"I love Jimin so much","739"
"i love jin he make people  smile","228"
"Jungkook made everone smile with ease😂😂💜🤤","704"
"I jimin today 😂","394"
"""9:08 Jhope why didnt he turn around 😂","901"
"Global handsome JIN 🌟💜","528"
"I love you  JIMIN love you","347"
"J hope 💜💜sugar","728"
"1:04 Jin's gAy PaNiC ←(>▽<)ﾉ","205"
"jimin is soso cute my oppa","819"
"Jimin looks really very handsome","254"
"Jin is boyfriend material","717"
"omg jin😂😂","175"
"LOVE RM💜💜","907"
"The laugh that comes out so fast  0:47","378"
"""I get everything I want with just """"Mommy","583"
"U hate us cause u ain't us... I like that","863"
"ARMY when they see the word shook: JUNKSHOOK","268"
"Jungkook is still a baby he is so cute!!!!","811"
"Namjin mommy daddy 😂😂😂💜💜","411"
"Where is our cat 🙄  I mean where is Suga","336"
"THE BANGTON FAMILY 😂","16"
"The last jk part was true😂","504"
"Jk's one is so true tho😂😂😂💜","753"
"Jungkook is still a baby 🍼🍼","836"
"With mommy daddy please 😂😂💜💜💜💜😂😂","492"
"""If it's about mom and dad it's a song ","892"
"Jungkookie is still a baby😄🤗☺","556"
"Last junkook pic was very cute and nice","819"
"Auuuu Jungkook : mommy daddy please","831"
"OMMG I DIED AT THE MOMMY DADDY PLS PART","319"
"Omfg😭😭that’s was soooo cute✨wtf😭😭😭","47"
"This legit accurate I-","690"
"🤣🤣😂","370"
"""""""hi I am the youngest"""" Me: hello","73"
"""Y'all chill this humor have some sense of humor","791"
"""Baby kookie gets everything with a mommy","223"
"Jk💜","186"
"It suits perfectly!! They're so adorable 💜💜💜💜","887"
"With mommy daddy please 🥰","161"
"When the middle come out😂😂💜","596"
"OMG this was so cute😍😍💜💜💜","239"
"Yesss 🥰 accurate especially the JK one 😌","563"
"I loved Jung kook's pics","800"
"""I write this on my dairy to remember ","241"
"Me laughing when I see GO GO vid clips","181"
"Jk is baby so cute😙😙😙","849"
"Lol. They are soooo cute .","381"
"Middle child rise 💜","401"
"jimin and tae look cute even jungkook too","460"
"Wow......I love this edit perfect 💜💜","633"
"Jungkook 's part is cuteee","535"
"""Omg me heart💜","609"
"Awww💜💜","150"
"middle once 🥺❤️😍😍😍","476"
"This is the best version according to me.😁😁👍","199"
"Yup jk is still a cute baby","81"
"How cuteeeee!!!!!! ☺☺💜💜💜💜","283"
"This is too cute🥰🥰🥰","855"
"The accuracy💪🏽💪🏽🥺🥺","259"
"Wow cool!👌🌟. But where is our Suga?","19"
"Mommy Daddy please aww..💜💜","801"
"Accurate❤️😂","414"
"That baby jungkook 😭🤧💜😂","329"
"Mummy daddy plz was the cutest😍","620"
"Awww💜💜😂","383"
"WOWW  THE MELODIEST RAP","146"
"Hahahaha 😆 this  was great!!!👍👍👏👏👏","727"
"Awww so cute 😚","223"
"Jungkook🐰🥺","804"
"Amazing drawing jungkook 💜 ❤","715"
"Jungkook es pura arte y me gusta el dibujo🐇🐇","728"
"Amazing drawing joen junkook","406"
"i love you jungkok","32"
"Amazing jungkok❤❤❤❤❤❤","449"
"Draw taehyung please  Drawing is goood 👍 perfect","610"
"I LOVE JUNGKOOK 💜❤👑","256"
"yes jeon jungkok","765"
"""It's so good and quality sketch ","278"
"와","301"
"owo its so beautiful 😱😱😱","189"
"JISSOO  AND RM ARMI PLEASE 👉🙏👸🏃❤","195"
"Amazing drawing jungkook 💜😍","942"
"классные видео!","614"
"Amazing darawing jungkook","453"
"Ur drawing is amazing  Can U make taehyung oppa","101"
"WOW JUNGKOOK","982"
"Cute nye jungkook","570"
"Kalo gambar Taehyun bisa enggak kak","580"
"Amazing drawing I Love BTS 😘💜💜❤","893"
"Jungkook 💕💗","356"
"JUNGKOOK ❤️🥰🥰🥰🥰🥰🥰🥰","257"
"Draw IU PLSSS","593"
"Jongkook","809"
"Jongkook 😘😘😍","384"
"Jungkook 💖💖💖💚💙💚💙😍😘","5"
"Jungkuk ku","382"
"Mirip😆","511"
"So much❤ cute👌 you are nice👏👍😊","149"
"😍😍😍","366"
"Very nice! You did well 👍👍👍","433"
"This is amazing btw can you do bts lines drawing","293"
"sayang ku jungkok 😎😍😍😍😍😍😘😗😗😗😗","827"
"Amazing 👏 🙀","466"
"💪💪👍👍👍😍😍","719"
"Good wonderful art♥♥💜🌌🌌","834"
"Awesome 💜💜","881"
"Amazing  drawing joen jungguk 🖤🖤","803"
"Wow or bi jungkook ❤️❤️","859"
"Galing mo po","400"
"jimin","419"
"Perfect draw 👌","11"
"wow byutiful saranye","197"
"Ganteng","304"
"O M G what a sketch 🔰😰😱😍😍😍","25"
"Jungkkok","954"
"Jungkook❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💯","502"
"Woooow😊","350"
"Wow so amazing 👍❣️","801"
"Please Rosé❤️❤️💖💖💖","606"
"Jungkook baby","991"
"Waw keren kak:)","791"
"Mantap","874"
"Kalau mewarnai ada gak vidionya","447"
"Akhh jungkook❤️","374"
"ateez","287"
"WOW😮Amazing I'll try to draw it","58"
"wow keren","995"
"KAk  Jimin dong kak","523"
"Jungkook BTS 😍😍","209"
"Amazing darawing jungkook so beautiful darawing","303"
"Draw NAMJOOn  please! Edit: nvm I see it now lol","184"
"Astaghfirullah bagus banget","665"
"Wow nice! Please draw jimin","499"
"Mirip😊 gambar seokjin dong kk pliss","196"
"Lisaaaaaaaaaaaaa with jungkookkkkkkkkk","120"
"WOW that's amazing !!!!!!!","747"
"I love jungkook","326"
"Main carector in bts 8s junkook","128"
"Jungkook","364"
"Wow so amazing 🖤💖💕","693"
"Mirip banget","312"
"Jungkook","317"
"Plzz draw Lisa unnie and V oppa","583"
"Wau sarahngeheo","314"
"Kim taehyung pliss","465"
"😚😚👍👍","83"
"ailove jungkook💞Army","479"
"Kak jin plliiss","475"
"""I want to download it ","283"
"Wow😭😭😭😭❤️❤️❤️❤️❤️ 😳 I want to do it","170"
"Ter lalu cepat","135"
"And jungkook","286"
"wow really good","622"
"ทำไมโคดเหมือนจองกุก","579"
"jungkok","994"
"Kak jennie please","562"
"Nice bro 😉👍❤","389"
"Taehyung's eyes... So beautiful ❤🖤","88"
"How many international fans here♡?","766"
"3:08 v omg so handsome ı love you","410"
"V looking amazing no words 😘😘😘😭😭😭😭","459"
"V😍😍😍💜💜💜💘","158"
"""I've been noticing this ever since 2015","203"
"V 😍😍😍😍😍😍","312"
"""Yoongis mic","496"
"💜Taekook is looking so handsome💜","968"
"V looks perfect","91"
"V looking so good","808"
"""All look so handsome (  KIM SEOK JIN","370"
"3:08 I'm not okey.","933"
"DAMN TAEHYUNGGGGG 🔥🔥🔥🥵 3:08","613"
"Taehyung 💜💜","547"
"""How can l sustain such killing looks V","45"
"TAEHYUNG❤","505"
"""Omg","503"
"I love Kim Tae-hyung 💜❤💜❤","786"
"jungkook just killed me with his hotness-","534"
"Jimin and jk in see through shirt!😳😳😳😳😳😳😳","732"
"taehyung is looking so beautiful","732"
"""Jungkook well kill me","129"
"""Awhh","191"
"They’re so talented it hurts me💀","583"
"My v is tooo much handsome","683"
"0:56 sh*t 💀 3:08 thank you camerman 🤧","958"
"Why am I not able to take my eyes off Tae","831"
"""I swear","136"
"Tae's eyes are stunning here.","84"
"Ahh Jungkook just 👑....","878"
"""Wow","950"
"V is really look like a king 👑👑👑💜💜💜","436"
"""His looks","120"
"""Tae","988"
"I will never be over this Taehyung NEVER","351"
"Still can't breath bcoz of tae","860"
"I LOVE YOU Teayhung 💖💖💖💗. VIVA BTS🇰🇷","222"
"V is 😭 so handsome","236"
"V's eyes 👀 omg🔥🔥🔥🔥","667"
"OMG JIN🤤🤤 💀💀","206"
"WTF Taehyungshi😳 0:55 1:41 2:35  3:09","2"
"Taehyung I love you so much !!!","374"
"kim seokjin vocal king!","749"
"Taehyung..omg!!!🔥","28"
"All members look gr8. Specially V. OMG 😳😳🥵🥵","488"
"Awww they all are so handsome and stunning","898"
"V in this live just kill me.. ✨","973"
"Taehyung💙","928"
"OMG V!!!!!!!","122"
"This is really called illegal 🥺🥺🥺🔥🔥🔥🔥","793"
"World wide handsome Jin did a great job","502"
"Tae looks 🔥🔥🔥","740"
"Taekook  BTS 💜💜","624"
"I love you Jungkook","268"
"Jung kook is so cute ❤️","547"
"Jungkook","919"
"Jungkook","818"
"Taekook♡♡","897"
"V soo cute 💜 and jk soo cute💜","569"
"I love you bts💋💋💋💋💋💋💋💋","34"
"Jeon Jungkook 💜💜 my cutie pie 😘😘","929"
"jeon jungkook","321"
"I love Vkook You both are talented","802"
"Jungkook is so cute and bunny maknae 😍😍","154"
"Jungkook abangku","386"
"V 🥰😚😙😗🤗💜💜","851"
"V💜💜💜💜","610"
"Tae😍😍😘😘","535"
"V🥰","67"
"V ❤️❤️","687"
"Taehyung💜💜💜","747"
"Both are cute  Teakook 💖","493"
"My bias is v and also bts all is our boy .","353"
"Tae is so talented and funny and cute❤️❤️❤️❤️❤️❤️","831"
"Jk and v both are cute handsome and talented","917"
"BTS all members are soo  Talented  😊😊😊","762"
"Jungkook pet is so cute and both are the best","296"
"Kookie ❤️","598"
"""Jungkook ","719"
"they all have talents","783"
"""Actually whole member are talented","591"
"V💜kook 😘😘😘😘😊😊","663"
"Jungkook and miri moment is so cute.","58"
"I love jungkook because he is so funny and cute","304"
"v & jk so cut","125"
"V💜💜","278"
"Both are my hubby taekook 💜💜💜💜","177"
"Чонгук😍❤️🔥","578"
"Jk❤️❤️❤️❤️❤️","606"
"Everyone has different types of talent 💜💜","828"
"jung kook is so cute","547"
"Jk and V💜","165"
"Taehyung is marvellous❤️","452"
"dear jungkook 💜💜💜💜💜","29"
"Taehyung is innocent bear!!😍❤💜","548"
"""So so fan I love BTS ","577"
"""V","828"
"Taehyung so funny","778"
"Jing kook may love💋💖😍","789"
